Start;End;Sleep Quality;Regularity;Mood;Steps;Air Pressure (Pa);City;Movements per hour;Time in bed (seconds);Window start;Window stop;Did snore;Snore time;Weather temperature (°F);Weather type;Notes
2022-02-10 21:31:42;2022-02-11 06:50:49;96%;95%;;0;;;79.04232;33547.542;22-02-11 06:05:01;22-02-11 06:30:00;false;0;;;
2022-02-14 18:13:38;2022-02-15 06:52:15;93%;—;;0;;;119.681465;45517.17;22-02-15 04:00:00;22-02-15 04:30:00;false;0;;;
2022-02-15 18:29:49;2022-02-16 05:40:54;100%;87%;;0;100.840004;Thành phố Tây Ninh;5.2388926;40265.264;22-02-16 04:00:00;22-02-16 04:30:00;false;0;74 ;Sunny;
2022-02-16 18:08:03;2022-02-17 07:36:18;90%;84%;;0;100.83;Thành phố Tây Ninh;167.9742;48495.289;22-02-17 04:00:00;22-02-17 04:30:00;true;131;73 ;Sunny;
2022-02-17 18:33:03;2022-02-18 06:41:18;93%;85%;;0;100.88;Thành phố Tây Ninh;121.90441;43694.852;22-02-18 04:05:00;22-02-18 04:35:00;true;139;74 ;Fair;
2022-02-18 18:32:26;2022-02-19 06:07:57;91%;88%;OK;0;;Thành phố Tây Ninh;124.07552;41730.801;22-02-19 04:36:47;22-02-19 05:00:00;false;0;74 ;;
2022-02-19 18:11:57;2022-02-20 05:50:41;93%;92%;Good;0;100.96;Thành phố Tây Ninh;63.19184;41924.336;22-02-20 04:05:30;22-02-20 04:30:00;false;0;75 ;Cloudy;
2022-02-20 18:22:28;2022-02-21 04:32:06;83%;92%;Good;0;101.11;Thành phố Tây Ninh;243.81082;36578.224;22-02-21 04:17:00;22-02-21 04:40:00;false;0;78 ;Cloudy;
2022-02-21 18:38:29;2022-02-22 03:07:24;77%;89%;OK;0;101.33;Thành phố Tây Ninh;390.63776;30535.532;22-02-22 04:16:15;22-02-22 04:40:00;true;373;74 ;Cloudy;
2022-02-22 18:07:23;2022-02-23 03:28:56;96%;88%;OK;0;101.28;Thành phố Tây Ninh;156.36903;33692.871;22-02-23 03:26:11;22-02-23 03:50:00;true;719;75 ;Cloudy;Tea
2022-02-23 18:38:00;2022-02-24 03:47:57;97%;90%;OK;0;101.32;Thành phố Tây Ninh;101.89868;32997.048;22-02-24 03:51:16;22-02-24 04:15:00;false;0;77 ;Cloudy;
2022-02-25 19:23:54;2022-02-26 04:54:49;99%;88%;OK;0;101.15;Thành phố Tây Ninh;16.835032;34254.77;22-02-26 04:43:45;22-02-26 05:10:00;false;0;75 ;Cloudy;
2022-02-26 18:40:04;2022-02-27 04:37:00;99%;87%;OK;0;101.21;Thành phố Tây Ninh;35.920334;35815.636;22-02-27 04:04:16;22-02-27 04:30:00;true;62;78 ;Cloudy;
2022-02-27 18:02:58;2022-02-28 05:05:51;97%;91%;OK;0;101.22;Thành phố Tây Ninh;44.98928;39772.314;22-02-28 03:39:00;22-02-28 04:05:00;true;62;78 ;Cloudy;
2022-02-28 18:25:20;2022-03-01 05:15:34;95%;92%;Bad;0;101.14;Thành phố Tây Ninh;90.783775;39014.813;22-03-01 03:44:59;22-03-01 04:10:00;false;0;78 ;Fair;
2022-03-01 18:32:30;2022-03-02 04:39:50;100%;93%;OK;0;101.11;Thành phố Tây Ninh;51.745487;36439.143;22-03-02 04:13:40;22-03-02 04:40:00;false;0;81 ;Fair;
2022-03-02 18:40:37;2022-03-03 04:39:17;95%;96%;Good;0;101.090004;Thành phố Tây Ninh;99.74111;35919.835;22-03-03 04:15:41;22-03-03 04:40:00;false;0;78 ;Cloudy;
2022-03-03 18:53:47;2022-03-04 04:44:32;94%;96%;Bad;0;101.07;Thành phố Tây Ninh;101.05877;35445.159;22-03-04 04:30:38;22-03-04 04:55:00;false;0;78 ;Fair;Tea
2022-03-04 18:40:17;2022-03-05 05:14:45;95%;96%;OK;0;100.94;Thành phố Tây Ninh;99.0208;38068.56;22-03-05 04:29:52;22-03-05 04:55:00;false;0;78 ;Cloudy;
2022-03-05 18:35:24;2022-03-06 04:50:46;97%;95%;OK;0;101.06;Thành phố Tây Ninh;75.48822;36922.007;22-03-06 04:25:36;22-03-06 04:50:00;true;280;78 ;Cloudy;
2022-03-06 18:31:45;2022-03-07 05:05:15;84%;95%;OK;0;101.08;Thành phố Tây Ninh;181.40944;38010.342;22-03-07 04:25:26;22-03-07 04:50:00;false;0;77 ;Cloudy;
2022-03-07 18:48:13;2022-03-08 04:48:29;100%;96%;OK;0;100.990005;Thành phố Tây Ninh;41.89317;36015.615;22-03-08 04:27:29;22-03-08 04:50:00;false;0;78 ;Cloudy;
2022-03-08 18:42:48;2022-03-09 04:22:43;93%;96%;OK;0;100.909996;Thành phố Tây Ninh;109.84292;34795.09;22-03-09 04:32:28;22-03-09 04:55:00;false;0;76 ;Cloudy;
2022-03-09 18:38:38;2022-03-10 04:55:26;93%;95%;OK;0;100.979996;Thành phố Tây Ninh;0.0;37007.434;22-03-10 04:28:45;22-03-10 04:55:00;false;0;77 ;Sunny;
2022-03-10 18:17:48;2022-03-11 04:53:54;87%;95%;OK;0;100.83;Thành phố Tây Ninh;147.99303;38166.567;22-03-11 04:32:52;22-03-11 04:55:00;true;981;73 ;Cloudy;
2022-03-11 18:03:20;2022-03-12 04:54:11;82%;96%;OK;0;100.7;Thành phố Tây Ninh;191.31877;39050.585;22-03-12 04:31:07;22-03-12 04:55:00;true;318;76 ;Cloudy;
2022-03-12 19:00:21;2022-03-13 05:02:10;93%;95%;OK;0;100.75;Thành phố Tây Ninh;109.24985;36108.861;22-03-13 05:06:49;22-03-13 05:30:00;true;1653;79 ;Cloudy;
2022-03-13 17:55:22;2022-03-14 04:17:11;94%;91%;OK;0;100.96;Thành phố Tây Ninh;99.23803;37309.1;22-03-14 04:19:41;22-03-14 04:45:00;true;1560;81 ;Cloudy;
2022-03-14 18:10:30;2022-03-15 05:05:11;99%;88%;OK;0;100.82;Thành phố Tây Ninh;66.970276;39281.288;22-03-15 04:15:00;22-03-15 04:45:00;true;240;78 ;Cloudy;
2022-03-15 18:27:53;2022-03-16 04:44:02;89%;90%;OK;0;100.759995;Thành phố Tây Ninh;134.6181;36968.962;22-03-16 04:15:00;22-03-16 04:45:00;true;280;78 ;Cloudy;
2022-03-16 18:31:16;2022-03-17 04:45:02;80%;95%;Bad;0;100.92;Thành phố Tây Ninh;199.20955;36825.954;22-03-17 04:20:34;22-03-17 04:45:00;true;316;78 ;Cloudy;
2022-03-17 18:10:36;2022-03-18 04:24:14;87%;96%;Bad;0;100.82;Thành phố Tây Ninh;153.43617;36818.634;22-03-18 04:07:34;22-03-18 04:30:00;true;109;78 ;Sunny;
2022-03-19 18:05:07;2022-03-20 05:09:21;87%;93%;OK;0;100.78;Thành phố Tây Ninh;154.50189;39853.882;22-03-20 04:03:46;22-03-20 04:30:00;false;0;74 ;Cloudy;
2022-03-20 18:49:13;2022-03-21 04:25:19;93%;90%;Bad;0;101.12;Thành phố Tây Ninh;0.0;34565.521;22-03-21 04:06:21;22-03-21 04:30:00;false;0;80 ;Cloudy;
2022-03-21 18:03:38;2022-03-22 05:04:48;74%;87%;Bad;0;101.2;;247.22655;39669.845;22-03-22 04:05:39;22-03-22 04:30:00;false;0;78 ;Cloudy;
2022-03-22 17:56:23;2022-03-23 04:30:40;95%;90%;OK;0;101.14;Thành phố Tây Ninh;95.83954;38056.657;22-03-23 04:04:57;22-03-23 04:30:00;true;157;76 ;Cloudy;
2022-03-27 18:05:05;2022-03-28 04:06:36;70%;—;OK;0;101.04;Thành phố Tây Ninh;277.55893;36091.172;22-03-28 04:07:44;22-03-28 04:30:00;false;0;73 ;Cloudy;
2022-03-28 17:49:13;2022-03-29 04:03:59;100%;97%;OK;0;101.12;Thành phố Tây Ninh;50.523094;36886.317;22-03-29 03:40:51;22-03-29 04:05:00;false;0;75 ;Rain;
2022-03-29 17:56:41;2022-03-30 04:03:57;98%;98%;OK;0;101.020004;Thành phố Tây Ninh;66.324265;36435.799;22-03-30 03:39:12;22-03-30 04:05:00;false;0;74 ;Cloudy;
2022-03-30 17:48:50;2022-03-31 05:15:39;91%;95%;Bad;0;100.770004;;114.23259;41208.7;22-03-31 03:41:45;22-03-31 04:05:00;false;0;76 ;Cloudy;
2022-03-31 17:35:27;2022-04-01 05:05:30;90%;94%;;0;;;0.0;41402.449;22-04-01 03:41:05;22-04-01 04:05:00;false;0;;;
2022-04-03 17:28:12;2022-04-04 04:00:34;95%;89%;OK;0;101.03;Thành phố Tây Ninh;86.49654;37942.136;22-04-04 03:36:30;22-04-04 04:00:00;false;0;74 ;Cloudy;
2022-04-04 17:30:41;2022-04-05 03:42:42;87%;97%;OK;0;;;142.6535;36720.69;22-04-05 03:35:30;22-04-05 04:00:00;true;111;;;
2022-04-05 17:39:53;2022-04-06 03:47:07;91%;97%;OK;0;101.33;Thành phố Tây Ninh;115.31298;36433.77;22-04-06 03:24:40;22-04-06 03:50:00;false;0;76 ;Cloudy;
2022-04-06 17:42:31;2022-04-07 04:50:17;86%;95%;OK;0;101.11;Thành phố Tây Ninh;150.80443;40065.686;22-04-07 03:18:40;22-04-07 03:45:00;false;0;74 ;Cloudy;
2022-04-07 17:57:34;2022-04-08 04:10:39;100%;93%;Good;0;;;48.290974;36785.022;22-04-08 03:19:48;22-04-08 03:45:00;false;0;;;
2022-04-08 17:35:16;2022-04-09 04:06:12;89%;93%;OK;0;100.88;Thành phố Tây Ninh;130.52711;37856.071;22-04-09 03:18:53;22-04-09 03:45:00;false;0;74 ;Cloudy;
2022-04-10 17:36:40;2022-04-11 03:45:41;82%;96%;Good;0;100.83;Thành phố Tây Ninh;177.66386;36541.291;22-04-11 03:20:19;22-04-11 03:45:00;true;855;74 ;Cloudy;
2022-04-11 17:32:47;1970-01-01 07:59:59;0%;0%;OK;0;100.82;Thành phố Tây Ninh;0.0;0.0;22-04-12 03:21:32;22-04-12 03:45:00;false;0;74 ;Cloudy;
2022-04-12 17:52:28;2022-04-13 03:45:17;87%;0%;OK;0;100.64;Thành phố Tây Ninh;146.40785;35569.66;22-04-13 03:20:02;22-04-13 03:45:00;false;0;76 ;Sunny;
2022-04-13 17:41:44;2022-04-14 03:45:12;89%;0%;OK;0;100.56;Thành phố Tây Ninh;130.27983;36207.319;22-04-14 03:21:19;22-04-14 03:45:00;false;0;78 ;Cloudy;
2022-04-14 18:17:05;2022-04-15 04:06:59;91%;0%;Bad;0;100.78;Thành phố Tây Ninh;120.29719;35393.621;22-04-15 03:21:22;22-04-15 03:45:00;false;0;76 ;Cloudy;
2022-04-15 19:25:21;2022-04-16 05:20:15;92%;90%;OK;0;100.729996;Thành phố Tây Ninh;110.35888;35694.207;22-04-16 04:54:56;22-04-16 05:20:00;false;0;77 ;Sunny;
2022-04-16 17:38:20;2022-04-17 03:45:34;81%;81%;OK;0;100.979996;Thành phố Tây Ninh;186.04703;36433.272;22-04-17 03:20:23;22-04-17 03:45:00;false;0;75 ;Cloudy;
2022-04-17 17:18:53;2022-04-18 03:45:56;89%;83%;Good;0;101.05;Thành phố Tây Ninh;130.2463;37622.219;22-04-18 03:19:45;22-04-18 03:45:00;false;0;77 ;Sunny;
2022-04-18 17:21:24;2022-04-19 03:39:59;76%;89%;OK;0;101.159996;;216.67342;37115.125;22-04-19 03:22:29;22-04-19 03:45:00;false;0;76 ;Cloudy;
2022-04-19 18:29:37;2022-04-20 04:11:37;92%;94%;OK;0;101.07;Thành phố Tây Ninh;115.421974;34919.983;22-04-20 03:44:52;22-04-20 04:10:00;false;0;77 ;Cloudy;Tea
2022-04-20 18:02:35;2022-04-21 05:10:11;85%;91%;OK;0;;Thành phố Tây Ninh;164.10724;40056.567;22-04-21 03:21:28;22-04-21 03:45:00;false;0;;;
2022-04-22 17:51:41;2022-04-23 04:36:56;90%;90%;;0;100.86;Thành phố Tây Ninh;150.00816;38715.093;22-04-23 04:22:37;22-04-23 04:45:00;true;63;78 ;Cloudy;
2022-04-23 17:27:15;2022-04-24 03:45:10;82%;91%;OK;0;;;204.29465;37075.129;22-04-24 03:21:33;22-04-24 03:45:00;false;0;;;
2022-04-24 18:29:19;2022-04-25 03:55:05;88%;89%;OK;0;100.840004;Thành phố Tây Ninh;154.79912;33946.332;22-04-25 03:51:37;22-04-25 04:15:00;false;0;78 ;Cloudy;
2022-05-01 17:21:30;2022-05-02 03:45:38;65%;—;Good;0;100.64;Thành phố Tây Ninh;341.4542;37448.737;22-05-02 03:21:42;22-05-02 03:45:00;true;159;75 ;Cloudy;
2022-05-02 17:19:06;2022-05-03 03:45:34;88%;99%;Good;0;101.03;Thành phố Tây Ninh;158.47153;37587.863;22-05-03 03:20:21;22-05-03 03:45:00;false;0;75 ;Cloudy;
2022-05-03 17:41:53;2022-05-04 03:23:54;97%;96%;Good;0;100.86;Thành phố Tây Ninh;85.05713;34921.31;22-05-04 03:18:55;22-05-04 03:45:00;false;0;74 ;Cloudy;
2022-05-04 17:38:30;2022-05-05 03:38:29;100%;96%;OK;0;101.020004;Thành phố Tây Ninh;61.18526;35998.582;22-05-05 03:20:28;22-05-05 03:45:00;false;0;76 ;Cloudy;
2022-05-05 17:29:55;2022-05-06 03:34:48;96%;96%;OK;0;100.9;Thành phố Tây Ninh;91.14924;36292.995;22-05-06 03:20:04;22-05-06 03:45:00;true;408;76 ;Cloudy;
2022-05-06 17:29:58;2022-05-07 03:42:55;95%;98%;OK;0;100.69;Thành phố Tây Ninh;98.77435;36777.105;22-05-07 03:21:51;22-05-07 03:45:00;true;237;75 ;Cloudy;
2022-05-07 18:19:49;2022-05-08 04:23:36;91%;94%;OK;0;100.67;Thành phố Tây Ninh;128.55956;36226.721;22-05-08 04:22:07;22-05-08 04:45:00;true;71;75 ;Cloudy;
2022-05-08 17:23:17;2022-05-09 03:33:54;90%;90%;OK;0;100.979996;Thành phố Tây Ninh;136.84074;36636.248;22-05-09 03:20:19;22-05-09 03:45:00;true;238;77 ;Cloudy;
2022-05-09 17:33:14;2022-05-10 03:28:35;94%;90%;OK;0;100.79;Thành phố Tây Ninh;111.97885;35720.841;22-05-10 03:21:56;22-05-10 03:45:00;true;174;77 ;Cloudy;
2022-05-10 17:37:47;2022-05-11 03:34:21;90%;93%;OK;0;101.009995;Thành phố Tây Ninh;140.68823;35794.64;22-05-11 03:20:41;22-05-11 03:45:00;true;1421;76 ;Cloudy;
2022-05-11 17:46:09;2022-05-12 03:45:01;90%;97%;Bad;0;100.770004;Thành phố Tây Ninh;141.97676;35932.542;22-05-12 03:19:39;22-05-12 03:45:00;true;803;76 ;Rain;
2022-05-12 18:25:05;2022-05-13 03:58:53;92%;96%;Bad;0;100.75;Thành phố Tây Ninh;121.30429;34428.311;22-05-13 03:19:00;22-05-13 03:45:00;true;86;77 ;Cloudy;
2022-05-14 17:37:20;2022-05-15 03:45:18;84%;92%;OK;0;100.87;Thành phố Tây Ninh;197.10132;36477.422;22-05-15 03:18:31;22-05-15 03:45:00;true;118;79 ;Cloudy;
2022-05-15 17:34:11;2022-05-16 03:40:03;93%;95%;Bad;0;100.82;Thành phố Tây Ninh;120.08002;36352.842;22-05-16 03:20:58;22-05-16 03:45:00;false;0;76 ;Cloudy;
2022-05-16 17:25:14;2022-05-17 03:42:56;91%;98%;OK;0;101.020004;Thành phố Tây Ninh;139.6425;37062.65;22-05-17 03:21:32;22-05-17 03:45:00;false;0;77 ;Cloudy;
2022-05-17 17:47:07;2022-05-18 03:21:08;77%;97%;OK;0;101.009995;Thành phố Tây Ninh;254.52759;34440.543;22-05-18 03:22:34;22-05-18 03:45:00;true;291;75 ;Rain;
2022-05-18 17:35:10;2022-05-19 03:59:07;89%;95%;OK;0;;;154.3505;37437.546;22-05-19 03:21:17;22-05-19 03:45:00;false;0;;;
2022-05-19 18:26:12;2022-05-20 03:53:24;95%;93%;OK;0;100.88;Thành phố Tây Ninh;111.82238;34031.659;22-05-20 03:55:09;22-05-20 04:20:00;false;0;76 ;Fog;Stressful day
2022-05-20 18:09:44;2022-05-21 04:01:16;100%;93%;OK;0;;;62.34467;35491.554;22-05-21 03:53:17;22-05-21 04:20:00;true;275;;;
2022-05-21 17:42:51;2022-05-22 04:07:49;95%;94%;OK;0;;Thành phố Tây Ninh;108.1335;37497.546;22-05-22 03:52:02;22-05-22 04:15:00;false;0;;;
2022-05-22 17:48:11;2022-05-23 04:57:04;79%;94%;OK;0;;;234.86261;40133.163;22-05-23 03:21:10;22-05-23 03:45:00;true;910;;;
2022-05-23 17:41:14;2022-05-24 04:58:44;90%;95%;OK;0;;;152.12457;40650.331;22-05-24 03:20:25;22-05-24 03:45:00;true;974;;;
2022-05-24 17:46:39;2022-05-25 04:53:15;79%;96%;OK;0;;;233.45862;39995.818;22-05-25 03:21:04;22-05-25 03:45:00;true;495;;;
2022-05-25 18:02:45;2022-05-26 04:58:35;67%;98%;Bad;0;;;332.11853;39349.777;22-05-26 03:22:02;22-05-26 03:45:00;false;0;;;
2022-05-26 17:34:09;2022-05-27 03:37:20;80%;93%;OK;0;;;232.97841;36191.566;22-05-27 03:21:30;22-05-27 03:45:00;false;0;;;
2022-05-27 17:35:40;2022-05-28 03:18:17;89%;92%;OK;0;;;167.3297;34956.672;22-05-28 03:20:20;22-05-28 03:45:00;false;0;;;
2022-05-28 18:10:46;2022-05-29 03:34:16;95%;91%;OK;0;;;116.73205;33810.193;22-05-29 03:56:51;22-05-29 04:20:00;true;258;;;
2022-05-29 17:21:49;2022-05-30 03:45:22;74%;93%;OK;0;;;287.34888;37412.792;22-05-30 03:22:19;22-05-30 03:45:00;false;0;;;
2022-05-30 17:41:58;2022-05-31 03:43:49;94%;93%;OK;0;;;124.90446;36111.401;22-05-31 03:20:25;22-05-31 03:45:00;true;1817;;;
2022-05-31 17:58:54;2022-06-01 03:29:42;91%;94%;OK;0;;;147.3257;34247.467;22-06-01 03:22:35;22-06-01 03:45:00;false;0;;;
2022-06-11 17:27:40;2022-06-12 06:01:27;90%;—;OK;0;100.89;Thành phố Tây Ninh;168.30817;45227.126;22-06-12 03:20:51;22-06-12 03:45:00;true;881;74 ;Fog;
2022-06-12 17:16:23;2022-06-13 04:13:36;88%;83%;OK;0;100.840004;Thành phố Tây Ninh;182.35777;39432.768;22-06-13 03:22:55;22-06-13 03:45:00;true;7430;75 ;Fog;Headache:Tea
2022-06-13 17:30:44;2022-06-14 04:43:20;92%;88%;OK;0;100.770004;Thành phố Tây Ninh;145.76459;40356.143;22-06-14 03:20:21;22-06-14 03:45:00;true;2579;76 ;Cloudy;
2022-06-14 17:32:11;2022-06-15 05:10:29;82%;91%;Bad;0;100.88;Thành phố Tây Ninh;237.10654;41897.227;22-06-15 03:20:28;22-06-15 03:45:00;true;62;78 ;Cloudy;
2022-06-15 17:24:43;2022-06-16 04:58:25;83%;95%;OK;0;101.2;Thành phố Tây Ninh;225.01605;41621.927;22-06-16 03:19:17;22-06-16 03:45:00;true;1187;76 ;Cloudy;
2022-06-17 17:31:57;2022-06-18 04:10:06;90%;94%;OK;0;101.009995;Thành phố Tây Ninh;161.51201;38289.472;22-06-18 03:19:26;22-06-18 03:45:00;false;0;74 ;Cloudy;
2022-06-18 17:31:27;2022-06-19 03:35:26;99%;93%;OK;0;101.03;Thành phố Tây Ninh;84.700424;36238.693;22-06-19 03:22:34;22-06-19 03:45:00;true;1759;75 ;Cloudy;
2022-06-19 17:26:23;2022-06-20 03:46:02;94%;96%;OK;0;100.9;Thành phố Tây Ninh;133.51457;37178.44;22-06-20 03:22:58;22-06-20 03:45:00;true;201;76 ;Cloudy;
2022-06-20 17:29:41;2022-06-21 03:15:20;97%;96%;OK;0;;Thành phố Tây Ninh;105.4726;35138.828;22-06-21 03:20:41;22-06-21 03:45:00;true;381;;;
2022-06-21 17:37:49;2022-06-22 04:20:35;92%;94%;OK;0;;;146.88402;38566.59;22-06-22 03:22:18;22-06-22 03:45:00;false;0;;;
2022-06-22 18:28:31;2022-06-23 04:20:28;98%;92%;OK;0;;;94.27397;35517.127;22-06-23 04:03:51;22-06-23 04:30:00;true;430;;;
2022-06-23 17:29:17;2022-06-24 03:29:12;100%;89%;OK;0;;;45.259407;35994.517;22-06-24 03:18:39;22-06-24 03:45:00;false;0;;;
2022-06-25 17:21:29;2022-06-26 04:50:29;91%;86%;OK;0;100.770004;Thành phố Tây Ninh;151.01631;41339.387;22-06-26 03:18:19;22-06-26 03:45:00;false;0;76 ;Cloudy;
2022-06-26 17:34:32;2022-06-27 03:34:21;74%;87%;OK;0;101.090004;Thành phố Tây Ninh;298.80295;35988.88;22-06-27 03:18:49;22-06-27 03:45:00;false;0;76 ;Cloudy;
2022-06-28 17:27:40;2022-06-29 03:16:40;93%;92%;OK;0;100.490005;Thành phố Tây Ninh;144.23483;35339.524;22-06-29 03:18:50;22-06-29 03:45:00;false;0;76 ;Cloudy;
2022-06-29 17:25:21;2022-06-30 03:26:29;91%;97%;OK;0;;;157.89862;36068.038;22-06-30 03:20:12;22-06-30 03:45:00;true;165;;;
2022-06-30 17:28:14;2022-07-01 03:22:59;89%;98%;OK;0;100.53;Thành phố Tây Ninh;178.19487;35684.914;22-07-01 03:22:04;22-07-01 03:45:00;false;0;77 ;Cloudy;
2022-07-01 17:34:11;2022-07-02 03:45:53;97%;97%;Good;0;100.479996;Thành phố Tây Ninh;107.06759;36702.12;22-07-02 03:18:08;22-07-02 03:45:00;true;162;78 ;Cloudy;Tea
2022-07-02 17:27:42;2022-07-03 05:20:50;86%;93%;;0;;;69.95112;42787.839;22-07-03 03:20:06;22-07-03 03:45:00;true;237;;;Tea
2022-07-03 17:24:49;2022-07-04 03:38:44;92%;89%;OK;0;100.63;Thành phố Tây Ninh;154.90027;36835.438;22-07-04 03:21:05;22-07-04 03:45:00;false;0;77 ;Cloudy;Headache
2022-07-04 17:28:38;2022-07-05 03:09:05;90%;88%;OK;0;100.87;Thành phố Tây Ninh;165.86325;34827.227;22-07-05 03:22:04;22-07-05 03:45:00;false;0;78 ;Cloudy;
2022-07-05 17:38:31;2022-07-06 04:20:09;87%;89%;Bad;0;100.72;Thành phố Tây Ninh;195.25648;38498.755;22-07-06 03:19:32;22-07-06 03:45:00;false;0;77 ;Cloudy;
2022-07-06 17:29:20;2022-07-07 03:44:44;92%;92%;Good;0;100.97;Thành phố Tây Ninh;147.0214;36924.21;22-07-07 03:19:43;22-07-07 03:45:00;false;0;77 ;Rain;
2022-07-07 17:35:30;2022-07-08 04:03:33;92%;93%;OK;0;;;154.15784;37682.327;22-07-08 03:19:51;22-07-08 03:45:00;false;0;;;
2022-07-08 17:27:42;2022-07-09 03:04:03;82%;93%;OK;0;100.61;Thành phố Tây Ninh;250.37434;34580.98;22-07-09 03:21:14;22-07-09 03:45:00;true;265;77 ;Rain;
2022-07-09 17:29:10;2022-07-10 02:43:21;92%;94%;OK;0;100.759995;Thành phố Tây Ninh;155.30482;33250.706;22-07-10 03:05:35;22-07-10 03:30:00;false;0;75 ;Cloudy;
2022-07-10 17:25:15;2022-07-11 03:13:25;94%;94%;OK;0;100.520004;Thành phố Tây Ninh;136.86568;35290.808;22-07-11 03:07:32;22-07-11 03:30:00;false;0;75 ;Rain;
2022-07-11 17:28:43;2022-07-12 02:25:12;87%;95%;OK;0;100.78;Thành phố Tây Ninh;191.75923;32189.093;22-07-12 03:03:47;22-07-12 03:30:00;false;0;76 ;Rain;
2022-07-12 17:27:51;2022-07-13 03:26:44;89%;93%;OK;0;100.68;Thành phố Tây Ninh;178.47906;35932.739;22-07-13 03:09:01;22-07-13 03:35:00;true;91;76 ;Rain;
2022-07-13 17:26:03;2022-07-14 03:10:15;100%;93%;OK;0;100.490005;Thành phố Tây Ninh;68.56843;35052.308;22-07-14 03:12:19;22-07-14 03:35:00;false;0;75 ;Rain;
2022-07-14 17:28:16;2022-07-15 02:48:58;99%;95%;OK;0;100.729996;Thành phố Tây Ninh;92.502464;33642.233;22-07-15 03:10:12;22-07-15 03:35:00;false;0;76 ;Cloudy;
2022-07-15 17:35:16;2022-07-16 03:20:38;91%;96%;Good;0;100.8;Thành phố Tây Ninh;156.82103;35122.634;22-07-16 03:09:27;22-07-16 03:35:00;false;0;76 ;Cloudy;
2022-07-16 17:29:10;2022-07-17 05:35:49;85%;90%;;0;;;66.64754;43599.306;22-07-17 03:10:58;22-07-17 03:35:00;false;0;;;
2022-07-17 17:25:45;2022-07-18 03:16:54;97%;85%;OK;0;100.97;Thành phố Tây Ninh;109.760445;35468.475;22-07-18 03:10:01;22-07-18 03:35:00;false;0;76 ;Fair;
2022-07-18 17:28:26;2022-07-19 02:59:50;98%;85%;OK;0;;;92.807755;34284.364;22-07-19 03:11:32;22-07-19 03:35:00;false;0;;;Tea
2022-07-19 17:29:18;2022-07-20 03:35:05;86%;90%;;0;;;99.19147;36346.78;22-07-20 03:10:41;22-07-20 03:35:00;false;0;;;
2022-07-20 17:27:56;2022-07-21 03:55:53;91%;96%;Bad;0;;;156.88239;37676.22;22-07-21 03:09:17;22-07-21 03:35:00;false;0;;;
2022-07-21 17:28:12;2022-07-22 03:31:29;98%;96%;OK;0;;;93.95608;36197.155;22-07-22 03:11:03;22-07-22 03:35:00;false;0;;;
